timer                                                                                     ms      calls
  __INSECURE_COOKIE_CODEXM_CS                                                              0          2
  __INSECURE_COOKIE_CODEXM_GO                                                              0          1
  __INSECURE_COOKIE_CODEXM_JAVA                                                            0          1
  __INSECURE_COOKIE_CODEXM_JS                                                              0          1
  __INSECURE_COOKIE_CODEXM_PYTHON                                                          0          1
  INSECURE_CSP                                                                             0          1
  INSECURE_FILE_PERMISSIONS                                                                0          1
  INSECURE_HTTP_FIREWALL                                                                   0          1
  __INSECURE_NETWORK_BIND_CODEXM_GO                                                        0          1
  __INSECURE_NETWORK_BIND_CODEXM_PYTHON                                                    0          1
  __INSECURE_REFERRER_POLICY_CODEXM_JS                                                     0          1
  __INSECURE_REFERRER_POLICY_CODEXM_PYTHON                                                 0          1
  INSECURE_REMEMBER_ME_COOKIE                                                              0          1
  INSUFFICIENT_PRESIGNED_URL_TIMEOUT                                                       0          2
  JINJA2_AUTOESCAPE_DISABLED                                                               0          1
  __JSONWEBTOKEN_UNTRUSTED_DECODE_CODEXM_GO                                                0          1
  LOCALSTORAGE_WRITE                                                                       0          1
  MISSING_HEADER_VALIDATION                                                                0          1
  MISSING_PASSWORD_VALIDATOR                                                               0          1
  MULTER_MISCONFIGURATION                                                                  0          1
  CONFIG.MYSQL_SSL_VERIFY_DISABLED                                                         0          1
  __OAUTH2_MISCONFIGURATION_CODEXM_GO                                                      0          1
  REACT_DANGEROUS_INNERHTML                                                                0          1
  __REVERSE_TABNABBING_CODEXM_JS                                                           0          1
  __RISKY_CRYPTO_JS_CODEXM                                                                 0          1
  __SECURE_TEMP_CODEXM_PYTHON                                                              0          1
  __SOCKET_ACCEPT_ALL_ORIGINS_CODEXM_GO                                                    0          1
  __SOCKET_ACCEPT_ALL_ORIGINS_CODEXM_JS                                                    0          1
  __INSECURE_COMMUNICATION_SOCKETIO                                                        0          1
  CONFIG.SOCKETIO_MAXHTTPBUFFERSIZE_SET_TOO_LARGE                                          0          1
  CONFIG.SPRING_BOOT_ADMIN_ACCESS_ENABLED                                                  0          1
  CONFIG.SPRING_BOOT_SENSITIVE_LOGGING                                                     0          1
  CONFIG.SPRING_BOOT_SSL_DISABLED                                                          0          1
  __CONFIG.SPRING_SECURITY_DEBUG_MODE_CODEXM_JAVA                                          0          1
  CONFIG.SPRING_SECURITY_CSRF_PROTECTION_DISABLED                                          0          1
  CONFIG.SPRING_SECURITY_DEPRECATED_XSS_HEADER                                             0          1
  CONFIG.SPRING_SECURITY_EXPOSED_SESSIONID                                                 0          1
  CONFIG.SPRING_SECURITY_LOGIN_OVER_HTTP                                                   0          1
  __CONFIG.SPRING_SECURITY_SESSION_FIXATION_CODEXM_JAVA                                    0          1
  CONFIG.SPRING_SECURITY_UNSAFE_AUTHENTICATION_FILTER                                      0          1
  CONFIG.SPRING_SECURITY_WEAK_PASSWORD_HASH                                                0          1
  STATIC_API_KEY                                                                           0          1
  SUPPRESSED_ERROR                                                                         0          1
  TEMPORARY_CREDENTIALS_DURATION                                                           0          1
  UNLIMITED_CONCURRENT_SESSIONS                                                            0          1
  __UNSAFE_BASIC_AUTH_CODEXM_GO                                                            0          1
  UNSAFE_BUFFER_METHOD                                                                     0          1
  __UNSAFE_FUNCTIONALITY_GO                                                                0          1
  __CONFIG.UNSAFE_SESSION_TIMEOUT_CODEXM_GO                                                0          1
  __UNSAFE_XML_PARSE_CONFIG_CODEXM_CS                                                      0          1
  __UNSAFE_XML_PARSE_CONFIG_CODEXM_PYTHON                                                  0          1
  VERBOSE_ERROR_REPORTING                                                                  0          1
  CONFIG.VUE_ROUTER_PARAMS_EXPOSED_TO_PROPS                                                0          1
  VUE_TEMPLATE_UNSAFE_VHTML_DIRECTIVE                                                      0          1
  __WEAK_PASSWORD_HASH_CODEXM_PYTHON                                                       0          1
  CONFIG.WEAK_SECURITY_CONSTRAINT                                                          0          1
  __WEAK_URL_SANITIZATION_CODEXM_JAVA                                                      0          1
  __WEAK_URL_SANITIZATION_CODEXM_JS                                                        0          1
  __WEAK_URL_SANITIZATION_CODEXM_PYTHON                                                    0          1
  WEAK_XML_SCHEMA                                                                          0          1
  __CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER_CODEXM_JS                                      0          1
  EXPRESS_X_POWERED_BY_ENABLED                                                             0          1
  CUDA.COLLECTIVE_WARP_SHUFFLE_WIDTH                                                       0          1
  CUDA.CUDEVICE_HANDLES                                                                    0          1
  CUDA.DEVICE_DEPENDENT                                                                    0          1
  CUDA.DEVICE_DEPENDENT_CALLBACKS                                                          0          1
  CUDA.ERROR_INTERFACE                                                                     0          1
  CUDA.ERROR_KERNEL_LAUNCH                                                                 0          1
  CUDA.FORK                                                                                0          1
  CUDA.INITIATION_OBJECT_DEVICE_THREAD_BLOCK                                               0          1
  CUDA.SYNCHRONIZE_TERMINATION                                                             0          1
  CUDA.SPECIFIERS_INCONSISTENCY                                                            0          1
  __BAD_CERT_VERIFICATION_BRAKEMAN                                                         0          1
  DENY_LIST_FOR_AUTHN                                                                      0          1
  COOKIE_SERIALIZER_CONFIG                                                                 0          1
  __CSRF_BRAKEMAN                                                                          0          1
  __DIVIDE_BY_ZERO_BRAKEMAN                                                                0          1
  DYNAMIC_OBJECT_ATTRIBUTES                                                                0          1
  __HARDCODED_CREDENTIALS_BRAKEMAN                                                         0          1
  __OPEN_REDIRECT_BRAKEMAN                                                                 0          1
  __OS_CMD_INJECTION_BRAKEMAN                                                              0          1
  __PATH_MANIPULATION_BRAKEMAN                                                             0          1
  RAILS_DEFAULT_ROUTES                                                                     0          1
  RAILS_DEVISE_CONFIG                                                                      0          1
  RAILS_MISSING_FILTER_ACTION                                                              0          1
  __REGEX_INJECTION_BRAKEMAN                                                               0          1
  REGEX_MISSING_ANCHOR                                                                     0          1
  __RESOURCE_LEAK_BRAKEMAN                                                                 0          1
  __REVERSE_TABNABBING_BRAKEMAN                                                            0          1
  RUBY_VULNERABLE_LIBRARY                                                                  0          1
  __SCRIPT_CODE_INJECTION_BRAKEMAN                                                         0          1
  __SENSITIVE_DATA_LEAK_BRAKEMAN                                                           0          1
  SESSION_MANIPULATION                                                                     0          1
  __SQLI_BRAKEMAN                                                                          0          1
  STRICT_TRANSPORT_SECURITY                                                                0          1
  __TEMPLATE_INJECTION_BRAKEMAN                                                            0          1
  __UNSAFE_BASIC_AUTH_BRAKEMAN                                                             0          1
  __UNSAFE_DESERIALIZATION_BRAKEMAN                                                        0          1
  __UNSAFE_REFLECTION_BRAKEMAN                                                             0          1
  UNSAFE_SESSION_SETTING                                                                   0          1
  __WEAK_PASSWORD_HASH_BRAKEMAN                                                            0          1
  __XSS_BRAKEMAN                                                                           0          1
  ANONYMOUS_DB_CONNECTION                                                                  0          1
  SOCKET_ACCEPT_ALL_ORIGINS                                                                0          1
  SECURE_TEMP                                                                              0          1
  INSECURE_NETWORK_BIND                                                                    0          1
  INSECURE_COMMUNICATION                                                                   0          1
  BAD_CERT_VERIFICATION                                                                    0          1
  WEAK_PASSWORD_HASH                                                                       0          1
  HARDCODED_CREDENTIALS                                                                    0          1
  WEAK_GUARD                                                                               0          1
  XSS                                                                                      0          1
  SQLI                                                                                     0          1
  PATH_MANIPULATION                                                                        0          1
  OPEN_REDIRECT                                                                            0          1
  OS_CMD_INJECTION                                                                         0          1
  UNENCRYPTED_SENSITIVE_DATA                                                               0          1
  CSRF                                                                                     0          1
  COOKIE_INJECTION                                                                         0          1
  HEADER_INJECTION                                                                         0          1
  REGEX_INJECTION                                                                          0          1
  NOSQL_QUERY_INJECTION                                                                    0          1
  SCRIPT_CODE_INJECTION                                                                    0          1
  XML_INJECTION                                                                            0          1
  SENSITIVE_DATA_LEAK                                                                      0          1
  INSECURE_COOKIE                                                                          0          1
  CONFIG.COOKIE_SIGNING_DISABLED                                                           0          1
  RISKY_CRYPTO                                                                             0          1
  TAINT_ASSERT                                                                             0          1
  UNRESTRICTED_ACCESS_TO_FILE                                                              0          1
  TEMPLATE_INJECTION                                                                       0          1
  MISSING_AUTHZ                                                                            0          1
  UNSAFE_DESERIALIZATION                                                                   0          1
  UNSAFE_REFLECTION                                                                        0          1
  INSECURE_RANDOM                                                                          0          1
  INSECURE_SALT                                                                            0          1
  XPATH_INJECTION                                                                          0          1
  URL_MANIPULATION                                                                         0          1
  INSUFFICIENT_LOGGING                                                                     0          1
  XML_EXTERNAL_ENTITY                                                                      0          1
  TAINTED_ENVIRONMENT_WITH_EXECUTION                                                       0          1
  MOBILE_ID_MISUSE                                                                         0          1
  REVERSE_TABNABBING                                                                       0          1
  CONFIG.UNSAFE_SESSION_TIMEOUT                                                            0          1
  CORS_MISCONFIGURATION                                                                    0          1
  CORS_MISCONFIGURATION_AUDIT                                                              0          1
  CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER                                                  0          1
  CONFIG.ENABLED_DEBUG_MODE                                                                0          1
  CONFIG.HARDCODED_CREDENTIALS_AUDIT                                                       0          1
  CONFIG.SPRING_SECURITY_DEBUG_MODE                                                        0          1
  CONFIG.SPRING_SECURITY_SESSION_FIXATION                                                  0          1
  WEAK_URL_SANITIZATION                                                                    0          1
  INSECURE_REFERRER_POLICY                                                                 0          1
  JSONWEBTOKEN_UNTRUSTED_DECODE                                                            0          1
  UNSAFE_JNI                                                                               0          1
  UNSAFE_BASIC_AUTH                                                                        0          1
  EXPOSED_DIRECTORY_LISTING                                                                0          1
  OAUTH2_MISCONFIGURATION                                                                  0          1
  UNSAFE_FUNCTIONALITY                                                                     0          1
  UNSAFE_XML_PARSE_CONFIG                                                                  0          1
  sequential initialization                                                            11500          1
    Looking for translation units                                                          0          1
    Computing links for translation units                                               1922          1
    xfer symbol cache                                                                    719          1
    Computing virtual overrides for structural subtyping                                   0          1
    Computing virtual overrides                                                           31          1
    Framework Analyzer                                                                  3718          1
    computing RTA                                                                        328          1
    directive resolution pre-pass: master                                               1328          2
    Computing callgraph                                                                  563          1
    Topologically sorting functions                                                      125          1
    startCalcXrefs                                                                      1157          1
    (left over)                                                                         1609
  run_sigma                                                                             7000          1
  Computing node costs                                                                   172          1
  Analysis run                                                                        221672          1
    ANGULAR_BYPASS_SECURITY                                                                0          2
    ANGULAR_ELEMENT_REFERENCE                                                              0          2
    ANGULAR_SCE_DISABLED                                                                   0          2
    AWS_SSL_DISABLED                                                                       0          2
    AWS_VALIDATION_DISABLED                                                                0          2
    BAD_CERT_VERIFICATION                                                                  0          2
    BUSBOY_MISCONFIGURATION                                                                0          2
    CODEXM                                                                                 0          2
    CONFIG.COOKIE_SIGNING_DISABLED                                                         0          2
    CONFIG.CORDOVA_EXCESSIVE_LOGGING                                                       0          2
    CONFIG.CORDOVA_PERMISSIVE_ALLOWLIST                                                    0          2
    CONFIG.CSURF_IGNORE_METHODS                                                            0          2
    CONFIG.ENABLED_DEBUG_MODE                                                              0          2
    CONFIG.HARDCODED_CREDENTIALS_AUDIT                                                     0          2
    CONFIG.HARDCODED_TOKEN                                                                 0          2
    CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER                                                0          2
    CONFIG.MYSQL_SSL_VERIFY_DISABLED                                                       0          2
    CONFIG.SOCKETIO_MAXHTTPBUFFERSIZE_SET_TOO_LARGE                                        0          2
    CONFIG.SPRING_SECURITY_DEBUG_MODE                                                      0          2
    CONFIG.SPRING_SECURITY_SESSION_FIXATION                                                0          2
    CONFIG.UNSAFE_SESSION_TIMEOUT                                                          0          2
    CONFIG.VUE_ROUTER_PARAMS_EXPOSED_TO_PROPS                                              0          2
    COOKIE_INJECTION                                                                       0          2
    CORS_MISCONFIGURATION                                                                  0          2
    CORS_MISCONFIGURATION_AUDIT                                                            0          2
    CSRF                                                                                   0          2
    CSRF_MISCONFIGURATION_HAPI_CRUMB                                                       0          2
    DNS_PREFETCHING                                                                        0          2
    EXPOSED_DIRECTORY_LISTING                                                              0          2
    EXPRESS_SESSION_UNSAFE_MEMORYSTORE                                                     0          2
    EXPRESS_WINSTON_SENSITIVE_LOGGING                                                      0          2
    EXPRESS_X_POWERED_BY_ENABLED                                                           0          2
    FILE_UPLOAD_MISCONFIGURATION                                                           0          2
    HAPI_SESSION_MONGO_MISSING_TLS                                                         0          2
    HARDCODED_CREDENTIALS                                                                  0          2
    HEADER_INJECTION                                                                       0          2
    HPKP_MISCONFIGURATION                                                                  0          2
    INSECURE_ACL                                                                           0          2
    INSECURE_COMMUNICATION                                                                 0          2
    INSECURE_COOKIE                                                                        0          2
    INSECURE_RANDOM                                                                        0          2
    INSECURE_REFERRER_POLICY                                                               0          2
    INSECURE_SALT                                                                          0          2
    INSUFFICIENT_LOGGING                                                                   0          2
    INSUFFICIENT_PRESIGNED_URL_TIMEOUT                                                     0          4
    LOCALSTORAGE_WRITE                                                                     0          2
    MISSING_AUTHZ                                                                          0          2
    MULTER_MISCONFIGURATION                                                                0          2
    NOSQL_QUERY_INJECTION                                                                  0          2
    OPEN_REDIRECT                                                                          0          2
    OS_CMD_INJECTION                                                                       0          2
    PATH_MANIPULATION                                                                      0          2
    REACT_DANGEROUS_INNERHTML                                                              0          2
    REGEX_INJECTION                                                                        0          2
    REVERSE_TABNABBING                                                                     0          2
    RISKY_CRYPTO                                                                           0          2
    SCRIPT_CODE_INJECTION                                                                  0          2
    SENSITIVE_DATA_LEAK                                                                    0          2
    SOCKET_ACCEPT_ALL_ORIGINS                                                              0          2
    SQLI                                                                                   0          2
    SQL_NOT_CONSTANT                                                                       0          2
    TAINTED_ENVIRONMENT_WITH_EXECUTION                                                     0          2
    TAINT_ASSERT                                                                           0          2
    TEMPLATE_INJECTION                                                                     0          2
    TEMPORARY_CREDENTIALS_DURATION                                                         0          2
    UNENCRYPTED_SENSITIVE_DATA                                                             0          2
    UNLESS_CASE_SENSITIVE_ROUTE_MATCHING                                                   0          2
    UNSAFE_BUFFER_METHOD                                                                   0          2
    UNSAFE_DESERIALIZATION                                                                 0          2
    UNSAFE_XML_PARSE_CONFIG                                                                0          2
    URL_MANIPULATION                                                                       0          2
    VUE_TEMPLATE_UNSAFE_VHTML_DIRECTIVE                                                    0          2
    WEAK_PASSWORD_HASH                                                                     0          2
    WEAK_URL_SANITIZATION                                                                  0          2
    XML_EXTERNAL_ENTITY                                                                    0          2
    XML_INJECTION                                                                          0          2
    XPATH_INJECTION                                                                        0          2
    XSS                                                                                    0          2
    __BAD_CERT_VERIFICATION_CODEXM_JS                                                      0          2
    __CONFIG.COOKIE_SIGNING_DISABLED_CODEXM_JS                                             0          2
    __CONFIG.ENABLED_DEBUG_MODE_CODEXM_JS                                                  0          2
    __CONFIG.HARDCODED_CREDENTIALS_AUDIT_CODEXM_DOTNET                                     0          2
    __CONFIG.HARDCODED_CREDENTIALS_AUDIT_CODEXM_JS                                         0          2
    __CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER_CODEXM_JS                                    0          2
    __CONFIG.UNSAFE_SESSION_TIMEOUT_CODEXM_JS                                              0          8
    __CORS_MISCONFIGURATION_AUDIT_CODEXM_JS                                                0          2
    __CORS_MISCONFIGURATION_AUDIT_CS                                                       0          4
    __CORS_MISCONFIGURATION_CODEXM_CS                                                      0          4
    __CORS_MISCONFIGURATION_CODEXM_JS                                                      0          4
    __EXPOSED_DIRECTORY_LISTING_CODEXM_JS                                                  0          2
    __HARDCODED_CREDENTIALS_URL                                                            0          2
    __INSECURE_COMMUNICATION_CODEXM_CS                                                     0          2
    __INSECURE_COMMUNICATION_SOCKETIO                                                      0          2
    __INSECURE_COOKIE_CODEXM_CS                                                            0          4
    __INSECURE_COOKIE_CODEXM_JS                                                            0          2
    __INSECURE_REFERRER_POLICY_CODEXM_JS                                                   0          2
    __REVERSE_TABNABBING_CODEXM_JS                                                         0          2
    __RISKY_CRYPTO_JS_CODEXM                                                               0          2
    __SOCKET_ACCEPT_ALL_ORIGINS_CODEXM_JS                                                  0          2
    __UNSAFE_XML_PARSE_CONFIG_CODEXM_CS                                                    0          2
    __WEAK_URL_SANITIZATION_CODEXM_JS                                                      0          2
    BAD_EQ_STAT                                                                            0          2
    BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                                       0          2
    CALL_SUPER_STAT                                                                        0          2
    CHECKED_RETURN_STAT                                                                    0          2
    CODEXM_FUNCTIONS_STAT_PASS                                                             0          2
    IDENTIFIER_TYPO_STAT                                                                   0          2
    NON_STATIC_GUARDING_STATIC_STAT                                                        0          2
    VOLATILE_ATOMICITY_STAT                                                                0          2
    loadFromEmit                                                                       15129      28288
      CODEXM_FUNCTIONS_STAT_PASS                                                           0       3608
      DATAFLOW_CALLGRAPH_CHECKER                                                        1437       4420
      RELAX_ALLOC                                                                          0       1110
      RELAX_NULL_RETURN                                                                   32       6122
      CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                            77       3608
      IDENTIFIER_TYPO                                                                     78       3528
      NULL_RETURNS                                                                         0       3602
      BAD_EQ                                                                               0         74
      BAD_LOCK_OBJECT                                                                      0         74
      CALL_SUPER                                                                           0         74
      LOCK_EVASION                                                                         0         74
      NON_STATIC_GUARDING_STATIC                                                           0         74
      OVERFLOW_BEFORE_WIDEN                                                                0         74
      VOLATILE_ATOMICITY                                                                   0         74
      PROPERTY_MIXUP                                                                       0          8
      LDAP_NOT_CONSTANT                                                                    0         57
      BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                               0       2691
      DERIVE_EL_BEAN_RW                                                                    0       1110
      BUILD_STRING_GRAPH                                                                  16        171
      CSRF_STAT                                                                            0         57
      __HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                0       2691
      __OPEN_REDIRECT_BUDA_DYNAMICS                                                        0       2691
      UNRESTRICTED_MESSAGE_TARGET                                                          0       2691
      MISSING_IFRAME_SANDBOX                                                               0       2691
      __CSRF_BUDA                                                                          0       2691
      __INSECURE_RANDOM_BUDA_DYNAMICS                                                      0       2691
      __INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                 0       2691
      CODEXM_BUDA_CHECKER                                                                 15       8073
      UNCHECKED_ORIGIN                                                                     0       2691
      __SQLI_BUDA_DYNAMICS                                                                 0       2691
      __SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                  0       2691
      __RISKY_CRYPTO_BUDA                                                                  0       2691
      __INSECURE_SALT_BUDA                                                                 0       2691
      __MISSING_AUTHZ_BUDA_STATS                                                           0       2691
      __XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                  0       2691
      __REGEX_INJECTION_BUDA                                                               0       2691
      __HEADER_INJECTION_JS                                                                0       2691
      __COOKIE_INJECTION_BUDA_JS                                                           0       2691
      __PATH_MANIPULATION_BUDA_JS                                                          0       2691
      __OS_CMD_INJECTION_BUDA.TANDEM                                                       0       2691
      __SCRIPT_CODE_INJECTION_BUDA_JS                                                      0       2691
      __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                  0       2691
      DOM_XSS                                                                              0       2691
      LOCALSTORAGE_MANIPULATION                                                            0       2691
      SESSIONSTORAGE_MANIPULATION                                                          0       2691
      __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                  0       2691
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                            0       2691
      CSS_INJECTION                                                                        0       2691
      __XSS_BUDA.TANDEM                                                                    0       2691
      ANGULAR_EXPRESSION_INJECTION                                                         0       2691
      __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                 0       2691
      __TEMPLATE_INJECTION_BUDA_JS                                                         0       2691
      __MISSING_AUTHZ_JAVA_CSHARP                                                         15       1110
      __CSRF_JAVA_CSHARP                                                                   0         74
      __MISSING_AUTHZ_BUDA                                                                 0       8073
      (left over)                                                                      13459
    DATAFLOW_CALLGRAPH_CHECKER                                                          3098       4422
    DERIVE_DYNAMIC_MAP_RW_MODELS                                                           0          2
    DUMMY_DERIVER_SECURITY                                                                 0          2
    IFACE_TRACKER                                                                          0          6
    LOCK_FINDER_BOTTOMUP                                                                   0          2
    RELAX_ALLOC                                                                            0          2
    RELAX_ASPNET_MVC_VERSION_HEADER                                                        0          2
    RELAX_AUTHZ                                                                            0          2
    RELAX_BENIGN_CLOSURE                                                                   0          2
    RELAX_CHECKED_RETURN                                                                   0          2
    RELAX_CLOSE_RESOURCE                                                                   0          2
    RELAX_CRYPTO_PRIMITIVES                                                                0          2
    RELAX_CSRF                                                                             0          2
    RELAX_DATAFLOW_PRIMITIVES                                                              0          2
    RELAX_DEREF_ARGS                                                                       0          2
    RELAX_DIVISOR                                                                          0          2
    RELAX_GETLOCK                                                                          0          2
    RELAX_INSECURE_COMMUNICATION                                                           0          2
    RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                                  0          2
    RELAX_LOCKS                                                                            0          2
    RELAX_NOTHING                                                                          0          2
    RELAX_NULL_RETURN                                                                      0          2
    RELAX_PARAM_NAMES                                                                      0          2
    RELAX_SIDE_EFFECT_FREE                                                                 0          2
    RELAX_ZERO_RETURN                                                                      0          2
    CODEXM_TEXT_STAT_PASS                                                              13999         82
      CONFIG.ANDROID_BACKUPS_ALLOWED                                                       0         80
      CONFIG.ANDROID_GRADLE_OBFUSCATION_NOT_ENABLED                                        0         80
      CONFIG.ANDROID_OUTDATED_TARGETSDKVERSION                                             0         80
      CONFIG.ANDROID_UNSAFE_MINSDKVERSION                                                  0         80
      CONFIG.BEEGO_CSRF_PROTECTION_DISABLED                                                0         80
      CONFIG.COOKIE_SIGNING_DISABLED                                                       0         80
      CONFIG.CORDOVA_EXCESSIVE_LOGGING                                                     0         80
      CONFIG.CORDOVA_PERMISSIVE_ALLOWLIST                                                  0         80
      CORS_MISCONFIGURATION_AUDIT                                                       1483        160
      CORS_MISCONFIGURATION                                                             2300        160
      EXPOSED_DIRECTORY_LISTING                                                            0         80
      CONFIG.HARDCODED_CREDENTIALS_AUDIT                                                3061        240
      CONFIG.HARDCODED_TOKEN                                                               0         80
      HOST_HEADER_VALIDATION_DISABLED                                                      0         80
      INSECURE_COMMUNICATION                                                             859        160
      INSECURE_COOKIE                                                                    423        240
      INSECURE_HTTP_FIREWALL                                                            2517         80
      INSECURE_NETWORK_BIND                                                                0         80
      CONFIG.SPRING_BOOT_ADMIN_ACCESS_ENABLED                                            312         80
      CONFIG.SPRING_BOOT_SENSITIVE_LOGGING                                                 0         80
      CONFIG.SPRING_BOOT_SSL_DISABLED                                                      0         80
      CONFIG.SPRING_SECURITY_DEBUG_MODE                                                    0         80
      CONFIG.SPRING_SECURITY_CSRF_PROTECTION_DISABLED                                    173         80
      CONFIG.SPRING_SECURITY_DEPRECATED_XSS_HEADER                                       249         80
      CONFIG.SPRING_SECURITY_EXPOSED_SESSIONID                                           391         80
      CONFIG.SPRING_SECURITY_WEAK_PASSWORD_HASH                                         1216         80
      CONFIG.UNSAFE_SESSION_TIMEOUT                                                        0         80
      VERBOSE_ERROR_REPORTING                                                              0         80
      VUE_TEMPLATE_UNSAFE_VHTML_DIRECTIVE                                                 79         80
      CONFIG.WEAK_SECURITY_CONSTRAINT                                                    905         80
      WEAK_XML_SCHEMA                                                                      0         80
      (left over)                                                                         31
    CONFIG.ASPNET_VERSION_HEADER                                                           0         27
    CONFIG.ASP_VIEWSTATE_MAC                                                               0         27
    CONFIG.CONNECTION_STRING_PASSWORD                                                      0         27
    CONFIG.COOKIES_MISSING_HTTPONLY                                                        0         27
    CONFIG.DEAD_AUTHORIZATION_RULE                                                         0         27
    CONFIG.DUPLICATE_SERVLET_DEFINITION                                                    0          2
    CONFIG.DYNAMIC_DATA_HTML_COMMENT                                                       0         12
    CONFIG.ENABLED_TRACE_MODE                                                              0         27
    CONFIG.HANA_XS_PREVENT_XSRF_DISABLED                                                   0          2
    CONFIG.HTTP_VERB_TAMPERING                                                             0          2
    CONFIG.JAVAEE_MISSING_HTTPONLY                                                         0          2
    CONFIG.MISSING_CUSTOM_ERROR_PAGE                                                       0         27
    CONFIG.MISSING_JSF2_SECURITY_CONSTRAINT                                                0          2
    CONFIG.MYBATIS_MAPPER_SQLI                                                            62         43
    CONFIG.SPRING_SECURITY_DISABLE_AUTH_TAGS                                               0          3
    CONFIG.SPRING_SECURITY_HARDCODED_CREDENTIALS                                           0          2
    CONFIG.STRUTS2_CONFIG_BROWSER_PLUGIN                                                   0          2
    CONFIG.STRUTS2_DYNAMIC_METHOD_INVOCATION                                               0          2
    CONFIG.STRUTS2_ENABLED_DEV_MODE                                                        0          2
    CONFIG.SYMFONY_CSRF_PROTECTION_DISABLED                                              348         43
    __CONFIG.ENABLED_DEBUG_MODE_DOTNET                                                     0         27
    __CONFIG.MISSING_GLOBAL_EXCEPTION_HANDLER_JAVA                                         0          2
    __CONFIG.SPRING_SECURITY_DEBUG_MODE_JAVA                                               0          2
    __CONFIG.SPRING_SECURITY_SESSION_FIXATION_JAVA                                         0          2
    __CONFIG.UNSAFE_SESSION_TIMEOUT_JAVA                                                   0          2
    LOCK_FINDER_TOPDOWN                                                                    0          2
    ASPNET_MVC_VERSION_HEADER                                                              0          2
    BAD_EQ                                                                                 0          2
    BAD_EQ_TYPES                                                                           0          2
    BAD_LOCK_OBJECT                                                                        0          2
    BAD_SHIFT                                                                              0          2
    CALL_SUPER                                                                             0          2
    CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                               0          2
    CONSTANT_EXPRESSION_RESULT                                                             0          2
    COPY_PASTE_ERROR                                                                       0          2
    DEADCODE                                                                               0          2
    DIVIDE_BY_ZERO                                                                         0          2
    EXTRACT_XREF_SUMMARY                                                                 140       2693
      finishCalcXrefs                                                                      0          1
    FORWARD_NULL                                                                           0          2
    FUNCTION_METRICS                                                                     220       2730
    GUARDED_BY_VIOLATION                                                                   0          2
    IDENTICAL_BRANCHES                                                                     0          2
    IDENTIFIER_TYPO                                                                        0          2
    INFINITE_LOOP                                                                          0          2
    LOCK_EVASION                                                                           0          2
    MISSING_BREAK                                                                          0          2
    MISSING_RESTORE                                                                        0          2
    MISSING_THROW                                                                          0          2
    NESTING_INDENT_MISMATCH                                                                0          2
    NON_STATIC_GUARDING_STATIC                                                             0          2
    NO_EFFECT                                                                              0          2
    NULL_RETURNS                                                                           0          2
    OVERFLOW_BEFORE_WIDEN                                                                  0          2
    PROPERTY_MIXUP                                                                         0          2
    RESOURCE_LEAK                                                                          0          2
    REVERSE_INULL                                                                          0          2
    STRAY_SEMICOLON                                                                        0          2
    STRING_GRAPH_CRYPTO                                                                    0          2
    SWAPPED_ARGUMENTS                                                                      0          2
    UNEXPECTED_CONTROL_FLOW                                                                0          2
    UNINTENDED_GLOBAL                                                                      0          2
    UNINTENDED_INTEGER_DIVISION                                                            0          2
    UNLOGGED_SECURITY_EXCEPTION                                                            0          2
    UNREACHABLE                                                                            0          2
    UNUSED_VALUE                                                                           0          2
    USELESS_CALL                                                                           0          2
    VOLATILE_ATOMICITY                                                                     0          2
    __INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION                                       0          2
    __RISKY_CRYPTO_ABSTRACT_INTERPRETATION                                                 0          2
    LDAP_NOT_CONSTANT                                                                     16         59
    BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                               687       2693
    BUILD_SINK_TYPE_GRAPH                                                                  0        372
    DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                         0         12
    DERIVE_EL_BEAN_RW                                                                      0        372
    RAZOR_SECTIONS                                                                         0         26
    RELAX_CSRF_FILTERS                                                                     0          3
    WEBFORMS_DOM                                                                           0          2
    LDAP_NOT_CONSTANT_WORMHOLING                                                          31          2
    AUTHZ_STAT                                                                             0          2
    BUILD_STRING_GRAPH                                                                  1015         59
    CSRF_STAT                                                                              0          2
    MISSING_IFRAME_SANDBOX                                                                15       2693
    UNRESTRICTED_MESSAGE_TARGET                                                            0       2693
    __CSRF_BUDA                                                                           16       2693
